NAME,LATITUDE,LONGITUDE,PUNTO ZWF,PROPIETARIO,CONTRATO,SECTOR
ZWF AREA 680,4.444902,-72.25573,POINT (-72.25573 4.444902),PARTICULAR,BPIN 20235358982875,INDUSTRIAL
ZWF AREA 681,4.627782,-72.208654,POINT (-72.208654 4.627782),ENTIDAD,BPIN 20237330398783,RURAL
ZWF AREA 682,4.038172,-72.47522,POINT (-72.47522 4.038172),ENTIDAD,BPIN 20239918069179,RURAL
ZWF AREA 683,4.40875,-72.686962,POINT (-72.686962 4.40875),EMPRESA,BPIN 20234404777342,RURAL
ZWF AREA 684,4.662942,-72.433271,POINT (-72.433271 4.662942),ENTIDAD,BPIN 20239787479063,URBANO
ZWF AREA 685,4.320438,-72.857091,POINT (-72.857091 4.320438),GOBIERNO,BPIN 20239145572057,INDUSTRIAL
ZWF AREA 686,4.214865,-72.483033,POINT (-72.483033 4.214865),ENTIDAD,BPIN 20238960591470,TURISTICO
ZWF AREA 687,4.490807,-72.999723,POINT (-72.999723 4.490807),GOBIERNO,BPIN 20238199599068,INDUSTRIAL
ZWF AREA 688,4.83601,-72.447115,POINT (-72.447115 4.83601),ENTIDAD,BPIN 20234347543227,INDUSTRIAL
ZWF AREA 689,4.094187,-72.368359,POINT (-72.368359 4.094187),ENTIDAD,BPIN 20235642639848,URBANO
ZWF AREA 690,4.944703,-72.967451,POINT (-72.967451 4.944703),PARTICULAR,BPIN 20239395718575,URBANO
ZWF AREA 691,4.710481,-72.019052,POINT (-72.019052 4.710481),ENTIDAD,BPIN 20236769171967,TURISTICO
ZWF AREA 692,4.699776,-72.593323,POINT (-72.593323 4.699776),GOBIERNO,BPIN 20235978611943,URBANO
ZWF AREA 693,4.201178,-72.735712,POINT (-72.735712 4.201178),ENTIDAD,BPIN 20238923826297,TURISTICO
ZWF AREA 694,4.077641,-72.781874,POINT (-72.781874 4.077641),PARTICULAR,BPIN 20236335869535,TURISTICO
ZWF AREA 695,4.629654,-72.660404,POINT (-72.660404 4.629654),EMPRESA,BPIN 20235697003429,RURAL
ZWF AREA 696,4.943918,-72.756313,POINT (-72.756313 4.943918),ENTIDAD,BPIN 20231088271340,TURISTICO
ZWF AREA 697,4.999369,-72.817958,POINT (-72.817958 4.999369),GOBIERNO,BPIN 20239253259938,RURAL
ZWF AREA 698,4.388869,-72.015761,POINT (-72.015761 4.388869),PARTICULAR,BPIN 20238414153965,INDUSTRIAL
ZWF AREA 699,4.689016,-72.369737,POINT (-72.369737 4.689016),GOBIERNO,BPIN 20231351066688,INDUSTRIAL
ZWF AREA 700,4.313431,-72.056819,POINT (-72.056819 4.313431),GOBIERNO,BPIN 20233247047201,INDUSTRIAL
ZWF AREA 701,4.641927,-72.376457,POINT (-72.376457 4.641927),GOBIERNO,BPIN 20237024665546,RURAL
ZWF AREA 702,4.272839,-72.510079,POINT (-72.510079 4.272839),PARTICULAR,BPIN 20239193839103,URBANO
ZWF AREA 703,4.288954,-72.300752,POINT (-72.300752 4.288954),ENTIDAD,BPIN 20231367696163,TURISTICO
ZWF AREA 704,4.999532,-72.319202,POINT (-72.319202 4.999532),ENTIDAD,BPIN 20238303368863,URBANO
ZWF AREA 705,4.921312,-72.212906,POINT (-72.212906 4.921312),ENTIDAD,BPIN 20239753190243,RURAL
ZWF AREA 706,4.047916,-72.364511,POINT (-72.364511 4.047916),ENTIDAD,BPIN 20239584468809,URBANO
ZWF AREA 707,4.249167,-72.842099,POINT (-72.842099 4.249167),ENTIDAD,BPIN 20234088540658,RURAL
ZWF AREA 708,4.650917,-72.64805,POINT (-72.64805 4.650917),GOBIERNO,BPIN 20235001916845,URBANO
ZWF AREA 709,4.46159,-72.809321,POINT (-72.809321 4.46159),PARTICULAR,BPIN 20235227458858,RURAL
ZWF AREA 710,4.199277,-72.162385,POINT (-72.162385 4.199277),EMPRESA,BPIN 20238717918526,RURAL
ZWF AREA 711,4.884692,-72.603919,POINT (-72.603919 4.884692),GOBIERNO,BPIN 20235548763327,INDUSTRIAL
ZWF AREA 712,4.598926,-72.462574,POINT (-72.462574 4.598926),GOBIERNO,BPIN 20239428357673,INDUSTRIAL
ZWF AREA 713,4.267156,-72.831705,POINT (-72.831705 4.267156),EMPRESA,BPIN 20232154859668,TURISTICO
ZWF AREA 714,4.803854,-72.557257,POINT (-72.557257 4.803854),ENTIDAD,BPIN 20239545105153,INDUSTRIAL
ZWF AREA 715,4.085068,-72.819438,POINT (-72.819438 4.085068),EMPRESA,BPIN 20238885613997,URBANO
ZWF AREA 716,4.335972,-72.076402,POINT (-72.076402 4.335972),ENTIDAD,BPIN 20233717490690,RURAL
ZWF AREA 717,4.378167,-72.982928,POINT (-72.982928 4.378167),ENTIDAD,BPIN 20233243433467,INDUSTRIAL
ZWF AREA 718,4.69249,-72.067876,POINT (-72.067876 4.69249),EMPRESA,BPIN 20233305337509,INDUSTRIAL
ZWF AREA 719,4.590198,-72.84004,POINT (-72.84004 4.590198),ENTIDAD,BPIN 20239531759957,INDUSTRIAL
ZWF AREA 720,4.986058,-72.011117,POINT (-72.011117 4.986058),PARTICULAR,BPIN 20234213260375,RURAL
ZWF AREA 721,4.019719,-72.283959,POINT (-72.283959 4.019719),ENTIDAD,BPIN 20234728621012,RURAL
ZWF AREA 722,4.342903,-72.864052,POINT (-72.864052 4.342903),EMPRESA,BPIN 20237089795134,RURAL
ZWF AREA 723,4.038804,-72.170845,POINT (-72.170845 4.038804),GOBIERNO,BPIN 20235542148195,TURISTICO
ZWF AREA 724,4.154121,-72.053069,POINT (-72.053069 4.154121),PARTICULAR,BPIN 20231972249374,TURISTICO
ZWF AREA 725,4.032659,-72.241387,POINT (-72.241387 4.032659),ENTIDAD,BPIN 20238671184716,INDUSTRIAL
ZWF AREA 726,4.945561,-72.845871,POINT (-72.845871 4.945561),GOBIERNO,BPIN 20235410008896,RURAL
ZWF AREA 727,4.325616,-72.234802,POINT (-72.234802 4.325616),GOBIERNO,BPIN 20231034158446,URBANO
ZWF AREA 728,4.514214,-72.604975,POINT (-72.604975 4.514214),EMPRESA,BPIN 20232399257877,URBANO
ZWF AREA 729,4.11992,-72.331491,POINT (-72.331491 4.11992),PARTICULAR,BPIN 20232499195674,TURISTICO
ZWF AREA 730,4.795498,-72.076837,POINT (-72.076837 4.795498),EMPRESA,BPIN 20231255123831,INDUSTRIAL
ZWF AREA 731,4.532399,-72.735864,POINT (-72.735864 4.532399),EMPRESA,BPIN 20239236207598,URBANO
ZWF AREA 732,4.436376,-72.650808,POINT (-72.650808 4.436376),PARTICULAR,BPIN 20231121535533,INDUSTRIAL
ZWF AREA 733,4.10272,-72.514407,POINT (-72.514407 4.10272),GOBIERNO,BPIN 20235355685087,RURAL
ZWF AREA 734,4.662816,-72.035401,POINT (-72.035401 4.662816),PARTICULAR,BPIN 20235074375712,TURISTICO
ZWF AREA 735,4.204579,-72.572404,POINT (-72.572404 4.204579),PARTICULAR,BPIN 20232031078680,INDUSTRIAL
ZWF AREA 736,4.829859,-72.460009,POINT (-72.460009 4.829859),PARTICULAR,BPIN 20233152163123,INDUSTRIAL
ZWF AREA 737,4.543138,-72.169527,POINT (-72.169527 4.543138),ENTIDAD,BPIN 20231253117539,URBANO
ZWF AREA 738,4.18336,-72.585642,POINT (-72.585642 4.18336),ENTIDAD,BPIN 20238200107717,INDUSTRIAL
ZWF AREA 739,4.437625,-72.755181,POINT (-72.755181 4.437625),ENTIDAD,BPIN 20233231034924,RURAL
ZWF AREA 740,4.414093,-72.866309,POINT (-72.866309 4.414093),GOBIERNO,BPIN 20238001520025,URBANO
ZWF AREA 741,4.444839,-72.423471,POINT (-72.423471 4.444839),EMPRESA,BPIN 20237786368750,RURAL
ZWF AREA 742,4.587122,-72.784736,POINT (-72.784736 4.587122),PARTICULAR,BPIN 20239744672185,URBANO
ZWF AREA 743,4.013011,-72.830441,POINT (-72.830441 4.013011),PARTICULAR,BPIN 20237633494281,TURISTICO
ZWF AREA 744,4.894789,-72.840309,POINT (-72.840309 4.894789),EMPRESA,BPIN 20233636392408,RURAL
ZWF AREA 745,4.534262,-72.284562,POINT (-72.284562 4.534262),GOBIERNO,BPIN 20233686285736,URBANO
ZWF AREA 746,4.247854,-72.998813,POINT (-72.998813 4.247854),ENTIDAD,BPIN 20236735943760,TURISTICO
ZWF AREA 747,4.490997,-72.293821,POINT (-72.293821 4.490997),PARTICULAR,BPIN 20231687771403,RURAL
ZWF AREA 748,4.922387,-72.982061,POINT (-72.982061 4.922387),EMPRESA,BPIN 20231363916990,INDUSTRIAL
ZWF AREA 749,4.897155,-72.089726,POINT (-72.089726 4.897155),PARTICULAR,BPIN 20232918689223,TURISTICO
ZWF AREA 750,4.764127,-72.169143,POINT (-72.169143 4.764127),GOBIERNO,BPIN 20236014341421,URBANO
ZWF AREA 751,4.62825,-72.722161,POINT (-72.722161 4.62825),GOBIERNO,BPIN 20232763271091,URBANO
ZWF AREA 752,4.089655,-72.740299,POINT (-72.740299 4.089655),ENTIDAD,BPIN 20232416494180,URBANO
ZWF AREA 753,4.49335,-72.066011,POINT (-72.066011 4.49335),GOBIERNO,BPIN 20236924267836,URBANO
ZWF AREA 754,4.08926,-72.616388,POINT (-72.616388 4.08926),PARTICULAR,BPIN 20232063680143,RURAL
ZWF AREA 755,4.505455,-72.047037,POINT (-72.047037 4.505455),EMPRESA,BPIN 20238209266040,TURISTICO
ZWF AREA 756,4.184056,-72.865018,POINT (-72.865018 4.184056),PARTICULAR,BPIN 20235906785463,TURISTICO
ZWF AREA 757,4.692161,-72.299602,POINT (-72.299602 4.692161),PARTICULAR,BPIN 20239216117699,INDUSTRIAL
ZWF AREA 758,4.446217,-72.293244,POINT (-72.293244 4.446217),GOBIERNO,BPIN 20233981592331,INDUSTRIAL
ZWF AREA 759,4.433786,-72.911588,POINT (-72.911588 4.433786),GOBIERNO,BPIN 20233103562312,TURISTICO
ZWF AREA 760,4.096947,-72.185879,POINT (-72.185879 4.096947),PARTICULAR,BPIN 20231202029671,TURISTICO
ZWF AREA 761,4.758258,-72.092695,POINT (-72.092695 4.758258),PARTICULAR,BPIN 20239509721040,INDUSTRIAL
ZWF AREA 762,4.972071,-72.218001,POINT (-72.218001 4.972071),EMPRESA,BPIN 20238109692353,TURISTICO
ZWF AREA 763,4.635204,-72.519203,POINT (-72.519203 4.635204),EMPRESA,BPIN 20238846068814,URBANO
ZWF AREA 764,4.112723,-72.651652,POINT (-72.651652 4.112723),ENTIDAD,BPIN 20235893942640,INDUSTRIAL
ZWF AREA 765,4.287092,-72.30524,POINT (-72.30524 4.287092),PARTICULAR,BPIN 20239048426093,RURAL
ZWF AREA 766,4.661511,-72.53052,POINT (-72.53052 4.661511),PARTICULAR,BPIN 20236094973931,TURISTICO
ZWF AREA 767,4.962473,-72.816005,POINT (-72.816005 4.962473),PARTICULAR,BPIN 20236577799260,RURAL
ZWF AREA 768,4.620219,-72.276644,POINT (-72.276644 4.620219),GOBIERNO,BPIN 20236095691946,URBANO
ZWF AREA 769,4.02652,-72.802741,POINT (-72.802741 4.02652),EMPRESA,BPIN 20238387772910,RURAL
ZWF AREA 770,4.574026,-72.097106,POINT (-72.097106 4.574026),ENTIDAD,BPIN 20236994015331,RURAL
ZWF AREA 771,4.35746,-72.947945,POINT (-72.947945 4.35746),EMPRESA,BPIN 20235303933176,URBANO
ZWF AREA 772,4.622014,-72.117172,POINT (-72.117172 4.622014),EMPRESA,BPIN 20236992946808,URBANO
ZWF AREA 773,4.136294,-72.649124,POINT (-72.649124 4.136294),PARTICULAR,BPIN 20233280740639,URBANO
ZWF AREA 774,4.064738,-72.924794,POINT (-72.924794 4.064738),ENTIDAD,BPIN 20235178484937,RURAL
ZWF AREA 775,4.409528,-72.20228,POINT (-72.20228 4.409528),EMPRESA,BPIN 20232204711193,RURAL
ZWF AREA 776,4.069456,-72.354574,POINT (-72.354574 4.069456),PARTICULAR,BPIN 20237236338607,RURAL
ZWF AREA 777,4.108309,-72.07378,POINT (-72.07378 4.108309),EMPRESA,BPIN 20239566803477,TURISTICO
ZWF AREA 778,4.541082,-72.740492,POINT (-72.740492 4.541082),EMPRESA,BPIN 20238249505043,RURAL
ZWF AREA 779,4.496635,-72.97855,POINT (-72.97855 4.496635),ENTIDAD,BPIN 20231794512008,URBANO
ZWF AREA 780,4.740033,-72.893479,POINT (-72.893479 4.740033),ENTIDAD,BPIN 20231778234891,TURISTICO
ZWF AREA 781,4.630228,-72.437544,POINT (-72.437544 4.630228),PARTICULAR,BPIN 20239328884468,INDUSTRIAL
ZWF AREA 782,4.068572,-72.546998,POINT (-72.546998 4.068572),GOBIERNO,BPIN 20237385424026,RURAL
ZWF AREA 783,4.375348,-72.040327,POINT (-72.040327 4.375348),EMPRESA,BPIN 20234024407558,INDUSTRIAL
ZWF AREA 784,4.525011,-72.211557,POINT (-72.211557 4.525011),GOBIERNO,BPIN 20236489155250,URBANO
ZWF AREA 785,4.925459,-72.896435,POINT (-72.896435 4.925459),GOBIERNO,BPIN 20234085786777,TURISTICO
ZWF AREA 786,4.968642,-72.104284,POINT (-72.104284 4.968642),PARTICULAR,BPIN 20239904833835,RURAL
ZWF AREA 787,4.603764,-72.210374,POINT (-72.210374 4.603764),EMPRESA,BPIN 20235342364850,INDUSTRIAL
ZWF AREA 788,4.888884,-72.142543,POINT (-72.142543 4.888884),GOBIERNO,BPIN 20231619067162,RURAL
ZWF AREA 789,4.732907,-72.923954,POINT (-72.923954 4.732907),GOBIERNO,BPIN 20238705739292,TURISTICO
ZWF AREA 790,4.585708,-72.460729,POINT (-72.460729 4.585708),EMPRESA,BPIN 20234091050653,URBANO
ZWF AREA 791,4.126829,-72.267101,POINT (-72.267101 4.126829),GOBIERNO,BPIN 20231251323707,TURISTICO
ZWF AREA 792,4.692106,-72.874312,POINT (-72.874312 4.692106),GOBIERNO,BPIN 20235275647363,RURAL
ZWF AREA 793,4.428975,-72.643572,POINT (-72.643572 4.428975),EMPRESA,BPIN 20237782276079,URBANO
ZWF AREA 794,4.125897,-72.85547,POINT (-72.85547 4.125897),EMPRESA,BPIN 20236163315106,RURAL
ZWF AREA 795,4.833517,-72.011142,POINT (-72.011142 4.833517),GOBIERNO,BPIN 20238990919800,RURAL
ZWF AREA 796,4.790025,-72.2471,POINT (-72.2471 4.790025),GOBIERNO,BPIN 20231351216522,INDUSTRIAL
ZWF AREA 797,4.121647,-72.41763,POINT (-72.41763 4.121647),PARTICULAR,BPIN 20232229023276,RURAL
ZWF AREA 798,4.990136,-72.673157,POINT (-72.673157 4.990136),PARTICULAR,BPIN 20232906817834,RURAL
ZWF AREA 799,4.973843,-72.323118,POINT (-72.323118 4.973843),ENTIDAD,BPIN 20231995999929,TURISTICO
ZWF AREA 800,4.726901,-72.638659,POINT (-72.638659 4.726901),GOBIERNO,BPIN 20236616268221,RURAL
ZWF AREA 801,4.856922,-72.339387,POINT (-72.339387 4.856922),GOBIERNO,BPIN 20231020432218,RURAL
ZWF AREA 802,4.09466,-72.13142,POINT (-72.13142 4.09466),GOBIERNO,BPIN 20238213686786,URBANO
ZWF AREA 803,4.357742,-72.266339,POINT (-72.266339 4.357742),ENTIDAD,BPIN 20235240820987,URBANO
ZWF AREA 804,4.007863,-72.656914,POINT (-72.656914 4.007863),GOBIERNO,BPIN 20231415851390,RURAL
ZWF AREA 805,4.0472,-72.581298,POINT (-72.581298 4.0472),EMPRESA,BPIN 20235125214333,INDUSTRIAL
ZWF AREA 806,4.813478,-72.086177,POINT (-72.086177 4.813478),EMPRESA,BPIN 20231151922970,TURISTICO
ZWF AREA 807,4.281772,-72.080174,POINT (-72.080174 4.281772),EMPRESA,BPIN 20233551515539,RURAL
ZWF AREA 808,4.470453,-72.16155,POINT (-72.16155 4.470453),EMPRESA,BPIN 20234048749438,INDUSTRIAL
ZWF AREA 809,4.9285,-72.930482,POINT (-72.930482 4.9285),GOBIERNO,BPIN 20236813288319,TURISTICO
ZWF AREA 810,4.233306,-72.115369,POINT (-72.115369 4.233306),ENTIDAD,BPIN 20238601303840,TURISTICO
ZWF AREA 811,4.207006,-72.674649,POINT (-72.674649 4.207006),PARTICULAR,BPIN 20232750953288,TURISTICO
ZWF AREA 812,4.991435,-72.999311,POINT (-72.999311 4.991435),PARTICULAR,BPIN 20237519047337,TURISTICO
ZWF AREA 813,4.300612,-72.772224,POINT (-72.772224 4.300612),PARTICULAR,BPIN 20232047681341,INDUSTRIAL
ZWF AREA 814,4.445904,-72.094147,POINT (-72.094147 4.445904),EMPRESA,BPIN 20234177874473,TURISTICO
ZWF AREA 815,4.982416,-72.009929,POINT (-72.009929 4.982416),ENTIDAD,BPIN 20232571252721,URBANO
ZWF AREA 816,4.291782,-72.729384,POINT (-72.729384 4.291782),GOBIERNO,BPIN 20238452252341,URBANO
ZWF AREA 817,4.608454,-72.933897,POINT (-72.933897 4.608454),GOBIERNO,BPIN 20231157660122,INDUSTRIAL
ZWF AREA 818,4.682377,-72.302241,POINT (-72.302241 4.682377),GOBIERNO,BPIN 20235791472490,RURAL
ZWF AREA 819,4.175519,-72.295064,POINT (-72.295064 4.175519),ENTIDAD,BPIN 20237902879766,RURAL
ZWF AREA 820,4.520054,-72.459324,POINT (-72.459324 4.520054),EMPRESA,BPIN 20231237436583,URBANO
ZWF AREA 821,4.453169,-72.441772,POINT (-72.441772 4.453169),GOBIERNO,BPIN 20233485671961,RURAL
ZWF AREA 822,4.762257,-72.159688,POINT (-72.159688 4.762257),GOBIERNO,BPIN 20231675502313,INDUSTRIAL
ZWF AREA 823,4.437656,-72.170959,POINT (-72.170959 4.437656),PARTICULAR,BPIN 20238748617199,INDUSTRIAL
ZWF AREA 824,4.435765,-72.304363,POINT (-72.304363 4.435765),GOBIERNO,BPIN 20235089252403,INDUSTRIAL
ZWF AREA 825,4.947226,-72.687015,POINT (-72.687015 4.947226),EMPRESA,BPIN 20235393411010,TURISTICO
ZWF AREA 826,4.733314,-72.705762,POINT (-72.705762 4.733314),ENTIDAD,BPIN 20235365609697,URBANO
ZWF AREA 827,4.282239,-72.888711,POINT (-72.888711 4.282239),EMPRESA,BPIN 20233682365667,INDUSTRIAL
ZWF AREA 828,4.014164,-72.880314,POINT (-72.880314 4.014164),PARTICULAR,BPIN 20232002950663,URBANO
ZWF AREA 829,4.202112,-72.782268,POINT (-72.782268 4.202112),ENTIDAD,BPIN 20239389435580,INDUSTRIAL
ZWF AREA 830,4.846849,-72.908335,POINT (-72.908335 4.846849),ENTIDAD,BPIN 20237694298052,INDUSTRIAL
ZWF AREA 831,4.239079,-72.666081,POINT (-72.666081 4.239079),ENTIDAD,BPIN 20234264838875,TURISTICO
ZWF AREA 832,4.644333,-72.63612,POINT (-72.63612 4.644333),ENTIDAD,BPIN 20231074077755,URBANO
ZWF AREA 833,4.457575,-72.486655,POINT (-72.486655 4.457575),PARTICULAR,BPIN 20235639561525,URBANO
ZWF AREA 834,4.378504,-72.356473,POINT (-72.356473 4.378504),ENTIDAD,BPIN 20237075128157,TURISTICO
ZWF AREA 835,4.607915,-72.686359,POINT (-72.686359 4.607915),PARTICULAR,BPIN 20238029712460,URBANO
ZWF AREA 836,4.692731,-72.26141,POINT (-72.26141 4.692731),GOBIERNO,BPIN 20239818957158,INDUSTRIAL
ZWF AREA 837,4.009441,-72.085241,POINT (-72.085241 4.009441),ENTIDAD,BPIN 20237406102708,INDUSTRIAL
ZWF AREA 838,4.675427,-72.407004,POINT (-72.407004 4.675427),ENTIDAD,BPIN 20231773879392,RURAL
ZWF AREA 839,4.817579,-72.78933,POINT (-72.78933 4.817579),PARTICULAR,BPIN 20236213548559,INDUSTRIAL
ZWF AREA 840,4.19178,-72.063974,POINT (-72.063974 4.19178),GOBIERNO,BPIN 20232299693927,RURAL
ZWF AREA 841,4.943265,-72.338082,POINT (-72.338082 4.943265),ENTIDAD,BPIN 20239642861339,TURISTICO
ZWF AREA 842,4.724789,-72.097201,POINT (-72.097201 4.724789),EMPRESA,BPIN 20232981795136,URBANO
ZWF AREA 843,4.252418,-72.570343,POINT (-72.570343 4.252418),GOBIERNO,BPIN 20236859332351,INDUSTRIAL
ZWF AREA 844,4.617927,-72.674927,POINT (-72.674927 4.617927),ENTIDAD,BPIN 20233996867617,RURAL
ZWF AREA 845,4.270714,-72.583782,POINT (-72.583782 4.270714),PARTICULAR,BPIN 20236546365514,TURISTICO
ZWF AREA 846,4.545811,-72.121428,POINT (-72.121428 4.545811),PARTICULAR,BPIN 20233971709645,URBANO
ZWF AREA 847,4.35702,-72.580455,POINT (-72.580455 4.35702),GOBIERNO,BPIN 20234046229213,RURAL
ZWF AREA 848,4.346466,-72.801369,POINT (-72.801369 4.346466),EMPRESA,BPIN 20235278101745,URBANO
ZWF AREA 849,4.264693,-72.4876,POINT (-72.4876 4.264693),PARTICULAR,BPIN 20234216858208,INDUSTRIAL
ZWF AREA 850,4.886229,-72.385467,POINT (-72.385467 4.886229),PARTICULAR,BPIN 20235648734447,TURISTICO
ZWF AREA 851,4.22393,-72.424475,POINT (-72.424475 4.22393),GOBIERNO,BPIN 20235473211044,TURISTICO
ZWF AREA 852,4.885445,-72.15333,POINT (-72.15333 4.885445),EMPRESA,BPIN 20233279066388,RURAL
ZWF AREA 853,4.932471,-72.799728,POINT (-72.799728 4.932471),GOBIERNO,BPIN 20235168537584,TURISTICO
ZWF AREA 854,4.102959,-72.457774,POINT (-72.457774 4.102959),GOBIERNO,BPIN 20234465852172,TURISTICO
ZWF AREA 855,4.997076,-72.273339,POINT (-72.273339 4.997076),EMPRESA,BPIN 20235883105203,RURAL
ZWF AREA 856,4.937048,-72.033776,POINT (-72.033776 4.937048),PARTICULAR,BPIN 20233575374029,RURAL
ZWF AREA 857,4.496114,-72.056639,POINT (-72.056639 4.496114),EMPRESA,BPIN 20236430008199,RURAL
ZWF AREA 858,4.521699,-72.891093,POINT (-72.891093 4.521699),PARTICULAR,BPIN 20238671053273,URBANO
ZWF AREA 859,4.751825,-72.578019,POINT (-72.578019 4.751825),PARTICULAR,BPIN 20232975242084,RURAL
ZWF AREA 860,4.983598,-72.48986,POINT (-72.48986 4.983598),GOBIERNO,BPIN 20234632483193,RURAL
ZWF AREA 861,4.601494,-72.318756,POINT (-72.318756 4.601494),ENTIDAD,BPIN 20239424485746,URBANO
ZWF AREA 862,4.756903,-72.029035,POINT (-72.029035 4.756903),PARTICULAR,BPIN 20231641954163,INDUSTRIAL
ZWF AREA 863,4.183924,-72.899637,POINT (-72.899637 4.183924),EMPRESA,BPIN 20234689626112,TURISTICO
ZWF AREA 864,4.126309,-72.878608,POINT (-72.878608 4.126309),PARTICULAR,BPIN 20239427733353,URBANO
ZWF AREA 865,4.017846,-72.55316,POINT (-72.55316 4.017846),ENTIDAD,BPIN 20236529350251,TURISTICO
ZWF AREA 866,4.71305,-72.178731,POINT (-72.178731 4.71305),ENTIDAD,BPIN 20237269333154,URBANO
ZWF AREA 867,4.525527,-72.574918,POINT (-72.574918 4.525527),ENTIDAD,BPIN 20233028184841,TURISTICO
ZWF AREA 868,4.320878,-72.712401,POINT (-72.712401 4.320878),GOBIERNO,BPIN 20237376757592,INDUSTRIAL
ZWF AREA 869,4.993488,-72.903421,POINT (-72.903421 4.993488),EMPRESA,BPIN 20235286292062,TURISTICO
ZWF AREA 870,4.483232,-72.683605,POINT (-72.683605 4.483232),ENTIDAD,BPIN 20231872166506,INDUSTRIAL
ZWF AREA 871,4.411341,-72.727121,POINT (-72.727121 4.411341),ENTIDAD,BPIN 20238425685277,URBANO
ZWF AREA 872,4.778851,-72.227317,POINT (-72.227317 4.778851),EMPRESA,BPIN 20234338624688,URBANO
ZWF AREA 873,4.287001,-72.652227,POINT (-72.652227 4.287001),GOBIERNO,BPIN 20236261520046,INDUSTRIAL
ZWF AREA 874,4.862962,-72.220539,POINT (-72.220539 4.862962),EMPRESA,BPIN 20234074519719,RURAL
ZWF AREA 875,4.311097,-72.486983,POINT (-72.486983 4.311097),GOBIERNO,BPIN 20235072989399,INDUSTRIAL
ZWF AREA 876,4.713855,-72.028658,POINT (-72.028658 4.713855),PARTICULAR,BPIN 20236803897695,RURAL
ZWF AREA 877,4.882876,-72.155288,POINT (-72.155288 4.882876),PARTICULAR,BPIN 20238097594602,RURAL
ZWF AREA 878,4.144278,-72.515596,POINT (-72.515596 4.144278),EMPRESA,BPIN 20233689467762,RURAL
ZWF AREA 879,4.355809,-72.200576,POINT (-72.200576 4.355809),ENTIDAD,BPIN 20233954445236,INDUSTRIAL
ZWF AREA 880,4.769192,-72.694835,POINT (-72.694835 4.769192),EMPRESA,BPIN 20239100830465,URBANO
ZWF AREA 881,4.456359,-72.133198,POINT (-72.133198 4.456359),EMPRESA,BPIN 20231750037469,INDUSTRIAL
ZWF AREA 882,4.204945,-72.930791,POINT (-72.930791 4.204945),PARTICULAR,BPIN 20236827312676,RURAL
ZWF AREA 883,4.2185,-72.465042,POINT (-72.465042 4.2185),GOBIERNO,BPIN 20235002227144,RURAL
ZWF AREA 884,4.250247,-72.895697,POINT (-72.895697 4.250247),ENTIDAD,BPIN 20234039417467,TURISTICO
ZWF AREA 885,4.053671,-72.688044,POINT (-72.688044 4.053671),GOBIERNO,BPIN 20238670113379,RURAL
ZWF AREA 886,4.672832,-72.767423,POINT (-72.767423 4.672832),ENTIDAD,BPIN 20232889615266,URBANO
ZWF AREA 887,4.512652,-72.191815,POINT (-72.191815 4.512652),EMPRESA,BPIN 20236301602767,INDUSTRIAL
ZWF AREA 888,4.243448,-72.485311,POINT (-72.485311 4.243448),GOBIERNO,BPIN 20236809648596,TURISTICO
ZWF AREA 889,4.824101,-72.065409,POINT (-72.065409 4.824101),ENTIDAD,BPIN 20237879306244,TURISTICO
ZWF AREA 890,4.044636,-72.810978,POINT (-72.810978 4.044636),GOBIERNO,BPIN 20234439134104,URBANO
ZWF AREA 891,4.098326,-72.949066,POINT (-72.949066 4.098326),EMPRESA,BPIN 20239132115749,INDUSTRIAL
ZWF AREA 892,4.87839,-72.460525,POINT (-72.460525 4.87839),EMPRESA,BPIN 20239012063562,TURISTICO
ZWF AREA 893,4.595498,-72.459036,POINT (-72.459036 4.595498),GOBIERNO,BPIN 20234499561311,URBANO
ZWF AREA 894,4.025183,-72.147637,POINT (-72.147637 4.025183),PARTICULAR,BPIN 20235237257005,RURAL
ZWF AREA 895,4.232734,-72.28127,POINT (-72.28127 4.232734),PARTICULAR,BPIN 20237076498087,RURAL
ZWF AREA 896,4.36155,-72.695641,POINT (-72.695641 4.36155),ENTIDAD,BPIN 20237282473770,RURAL
ZWF AREA 897,4.249219,-72.249797,POINT (-72.249797 4.249219),ENTIDAD,BPIN 20231387366787,RURAL
ZWF AREA 898,4.820248,-72.990324,POINT (-72.990324 4.820248),GOBIERNO,BPIN 20232854162398,RURAL
ZWF AREA 899,4.003775,-72.351409,POINT (-72.351409 4.003775),GOBIERNO,BPIN 20234272966702,URBANO
ZWF AREA 900,4.091106,-72.019646,POINT (-72.019646 4.091106),ENTIDAD,BPIN 20232383486141,URBANO
ZWF AREA 901,4.885032,-72.950282,POINT (-72.950282 4.885032),ENTIDAD,BPIN 20233167761178,INDUSTRIAL
ZWF AREA 902,4.826173,-72.6776,POINT (-72.6776 4.826173),ENTIDAD,BPIN 20232228910954,URBANO
ZWF AREA 903,4.569783,-72.020507,POINT (-72.020507 4.569783),ENTIDAD,BPIN 20233247155556,RURAL
ZWF AREA 904,4.565304,-72.95424,POINT (-72.95424 4.565304),GOBIERNO,BPIN 20232734705162,INDUSTRIAL
ZWF AREA 905,4.027504,-72.343237,POINT (-72.343237 4.027504),GOBIERNO,BPIN 20234785264292,TURISTICO
ZWF AREA 906,4.882943,-72.564533,POINT (-72.564533 4.882943),GOBIERNO,BPIN 20235347326317,INDUSTRIAL
